# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
xkr4	Bronchial Hyperreactivity	MESH:D016535	XKR4	114786	Respiratory tract disease	Respiratory tract disease		bisphenol A	7.71		20123615
xkr4	Bronchial Hyperreactivity	MESH:D016535	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Vehicle Emissions	7.71		10550748|18214922|19074765
xkr4	Bronchitis	MESH:D001991	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Vehicle Emissions	3.27		12948892|16912084
xkr4	Bronchopulmonary Dysplasia	MESH:D001997	XKR4	114786	Infant-newborn disease|Respiratory tract disease	Infant-newborn disease|Respiratory tract disease		Tretinoin	3.75		16813970
xkr4	Budd-Chiari Syndrome	MESH:D006502	XKR4	114786	Cardiovascular disease|Digestive system disease	Cardiovascular disease|Digestive system disease		Ethinyl Estradiol	3.73		20038345
xkr4	Cadmium Poisoning	MESH:D002105	XKR4	114786				Cadmium Chloride	4.03		21620867|23376140
xkr4	Camptocormia	MESH:C537968	XKR4	114786	Musculoskeletal disease|Nervous system disease	Musculoskeletal disease|Nervous system disease		Valproic Acid	4.20		3143551
xkr4	Carcinoma	MESH:D002277	XKR4	114786	Cancer	Cancer		Arsenic	5.44		12583988
xkr4	Carcinoma	MESH:D002277	XKR4	114786	Cancer	Cancer		Vehicle Emissions	5.44		18353537
xkr4	Carcinoma, Basal Cell	MESH:D002280	XKR4	114786	Cancer	Cancer		Arsenic	3.49		15504454|17687452
xkr4	Carcinoma, Ductal, Breast	MESH:D018270	XKR4	114786	Cancer|Skin disease	Cancer|Skin disease		bisphenol A	2.97		24988533
xkr4	Carcinoma, Embryonal	MESH:D018236	XKR4	114786	Cancer	Cancer		Tretinoin	4.33		16168501
xkr4	Carcinoma, Hepatocellular	MESH:D006528	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Arsenic	7.88		12583988|14514661|16507464|17306315
xkr4	Carcinoma, Hepatocellular	MESH:D006528	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Ethinyl Estradiol	7.88		1679055|1968981|3600117|6087011|6744303|7728963|7853970|8025892|8855187
xkr4	Carcinoma, Hepatocellular	MESH:D006528	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Tretinoin	7.88		1917145
xkr4	Carcinoma in Situ	MESH:D002278	XKR4	114786	Cancer	Cancer		bisphenol A	3.81		17123778
xkr4	Carcinoma, Renal Cell	MESH:D002292	XKR4	114786	Cancer|Urogenital disease (female)|Urogenital disease (male)	Cancer|Urogenital disease (female)|Urogenital disease (male)		Arsenic	2.68		28733204
xkr4	Carcinoma, Squamous Cell	MESH:D002294	XKR4	114786	Cancer	Cancer		4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	10.03		20852150
xkr4	Carcinoma, Squamous Cell	MESH:D002294	XKR4	114786	Cancer	Cancer		Arsenic	10.03		15504454|17687452|18922899|20049123|23549458
xkr4	Carcinoma, Squamous Cell	MESH:D002294	XKR4	114786	Cancer	Cancer		Tretinoin	10.03		16051514|16096774
xkr4	Carcinoma, Transitional Cell	MESH:D002295	XKR4	114786	Cancer	Cancer		Arsenic	2.97		18351295|18640142
xkr4	Cardiomegaly	MESH:D006332	XKR4	114786	Cardiovascular disease|Pathology (anatomical condition)	Cardiovascular disease|Pathology (anatomical condition)		bisphenol A	5.39		25594700
xkr4	Cardiomegaly	MESH:D006332	XKR4	114786	Cardiovascular disease|Pathology (anatomical condition)	Cardiovascular disease|Pathology (anatomical condition)		Vehicle Emissions	5.39		23905969
xkr4	Cardiomyopathies	MESH:D009202	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Tretinoin	2.30		20098333
xkr4	Cardiomyopathy, Dilated	MESH:D002311	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Tretinoin	2.82		12144690
xkr4	Cardiomyopathy, Hypertrophic	MESH:D002312	XKR4	114786	Cardiovascular disease	Cardiovascular disease		bisphenol A	2.49		25572651
xkr4	Cardiovascular Abnormalities	MESH:D018376	XKR4	114786	Cardiovascular disease|Congenital abnormality	Cardiovascular disease|Congenital abnormality		Arsenic	19.95		17520054
xkr4	Cardiovascular Abnormalities	MESH:D018376	XKR4	114786	Cardiovascular disease|Congenital abnormality	Cardiovascular disease|Congenital abnormality		Cadmium Chloride	19.95		25502771
xkr4	Cardiovascular Abnormalities	MESH:D018376	XKR4	114786	Cardiovascular disease|Congenital abnormality	Cardiovascular disease|Congenital abnormality		Propylthiouracil	19.95		16498810
xkr4	Cardiovascular Abnormalities	MESH:D018376	XKR4	114786	Cardiovascular disease|Congenital abnormality	Cardiovascular disease|Congenital abnormality		Valproic Acid	19.95		11223853|15794725|20025093
xkr4	Cardiovascular Diseases	MESH:D002318	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Arsenic	13.46		15738583|17938729|19152805|19371619|19440430|20708634|21546419|25575156
xkr4	Cardiovascular Diseases	MESH:D002318	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Ethinyl Estradiol	13.46		3284149
xkr4	Cardiovascular Diseases	MESH:D002318	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Nickel	13.46		22389181
xkr4	Cardiovascular Diseases	MESH:D002318	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Vehicle Emissions	13.46		15195175|26884048
xkr4	Carotid Artery Diseases	MESH:D002340	XKR4	114786	Cardiovascular disease|Nervous system disease	Cardiovascular disease|Nervous system disease		Arsenic	3.76		16973168|18022660|19187952|20796278
xkr4	Carotid Intimal Medial Thickness 1	MESH:C563733	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Arsenic	4.58		23757599
xkr4	Catalepsy	MESH:D002375	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Propylthiouracil	4.90		18661784|19340585
xkr4	Catalepsy	MESH:D002375	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Tretinoin	4.90		14603264
xkr4	Cataract	MESH:D002386	XKR4	114786	Eye disease	Eye disease		Tretinoin	2.94		17460283
xkr4	Catatonia	MESH:D002389	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	2.44		3938209|9742515
xkr4	Cell Transformation, Neoplastic	MESH:D002471	XKR4	114786	Cancer|Pathology (process)	Cancer|Pathology (process)		Arsenic	22.15		21954225|23100159|23743303|23891734|25273566|25586904|26721309|9380733
xkr4	Cell Transformation, Neoplastic	MESH:D002471	XKR4	114786	Cancer|Pathology (process)	Cancer|Pathology (process)		bisphenol A	22.15		26546977
xkr4	Cell Transformation, Neoplastic	MESH:D002471	XKR4	114786	Cancer|Pathology (process)	Cancer|Pathology (process)		Cadmium Chloride	22.15		22112500|23396744|24782466|26220685|27224422|27510461
xkr4	Cell Transformation, Neoplastic	MESH:D002471	XKR4	114786	Cancer|Pathology (process)	Cancer|Pathology (process)		Nickel	22.15		22410783|26780400|28330870
xkr4	Cell Transformation, Neoplastic	MESH:D002471	XKR4	114786	Cancer|Pathology (process)	Cancer|Pathology (process)		Tretinoin	22.15		8777434
xkr4	Cell Transformation, Neoplastic	MESH:D002471	XKR4	114786	Cancer|Pathology (process)	Cancer|Pathology (process)		Vehicle Emissions	22.15		18353537
xkr4	Central Nervous System Diseases	MESH:D002493	XKR4	114786	Nervous system disease	Nervous system disease		Tretinoin	6.49		22262565
xkr4	Central Nervous System Diseases	MESH:D002493	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	6.49		386704
xkr4	Central Nervous System Neoplasms	MESH:D016543	XKR4	114786	Cancer|Nervous system disease	Cancer|Nervous system disease		Tretinoin	3.75		17852441
xkr4	Cerebellar Diseases	MESH:D002526	XKR4	114786	Nervous system disease	Nervous system disease		Tretinoin	8.05		18495421
xkr4	Cerebellar Diseases	MESH:D002526	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	8.05		10840175|7574471
xkr4	Cerebral Hemorrhage	MESH:D002543	XKR4	114786	Cardiovascular disease|Nervous system disease|Pathology (process)	Cardiovascular disease|Nervous system disease|Pathology (process)		Propylthiouracil	6.72		12549809
xkr4	Cerebral Hemorrhage	MESH:D002543	XKR4	114786	Cardiovascular disease|Nervous system disease|Pathology (process)	Cardiovascular disease|Nervous system disease|Pathology (process)		Tretinoin	6.72		12016812|8156857
xkr4	Cerebral Infarction	MESH:D002544	XKR4	114786	Cardiovascular disease|Nervous system disease	Cardiovascular disease|Nervous system disease		Ethinyl Estradiol	2.85		7034891
xkr4	Cervical Intraepithelial Neoplasia	MESH:D018290	XKR4	114786	Cancer	Cancer		Tretinoin	4.24		16129372
xkr4	Cheilitis	MESH:D002613	XKR4	114786	Mouth disease	Mouth disease		Tretinoin	4.59		8487058
xkr4	Chemical and Drug Induced Liver Injury	MESH:D056486	XKR4	114786	Digestive system disease	Digestive system disease		Arsenic	26.63		10828279|10930056|17366768|21864513|21983427|22120977|22229868|22688006|22719926|24295472|24866292|27847431|7586214
xkr4	Chemical and Drug Induced Liver Injury	MESH:D056486	XKR4	114786	Digestive system disease	Digestive system disease		Atrazine	26.63		26476475
xkr4	Chemical and Drug Induced Liver Injury	MESH:D056486	XKR4	114786	Digestive system disease	Digestive system disease		bisphenol A	26.63		24625398|24981242|26450347|28689058
xkr4	Chemical and Drug Induced Liver Injury	MESH:D056486	XKR4	114786	Digestive system disease	Digestive system disease		Cadmium Chloride	26.63		11961226|17023062|17882470|17949884|17950719|19748544|20719421|21134734|21540277|22659462|22677785|23717155|23961183|24549004|25265456|26790433|9020510
xkr4	Chemical and Drug Induced Liver Injury	MESH:D056486	XKR4	114786	Digestive system disease	Digestive system disease		Ethinyl Estradiol	26.63		22331495|25051504|26881866|27818225
xkr4	Chemical and Drug Induced Liver Injury	MESH:D056486	XKR4	114786	Digestive system disease	Digestive system disease		Nickel	26.63		18405891
xkr4	Chemical and Drug Induced Liver Injury	MESH:D056486	XKR4	114786	Digestive system disease	Digestive system disease		Propylthiouracil	26.63		11144016|11878166|12645809|15588385|16206173|17457460|1806466|20960098|22529993|2343593|2523194|3812421|6149873|6608933|6893265|8909171|9773944
xkr4	Chemical and Drug Induced Liver Injury	MESH:D056486	XKR4	114786	Digestive system disease	Digestive system disease		Tretinoin	26.63		7955929
xkr4	Chemical and Drug Induced Liver Injury	MESH:D056486	XKR4	114786	Digestive system disease	Digestive system disease		Valproic Acid	26.63		10403231|10937350|10950478|11737171|12721699|1304235|1491708|15517829|15625224|15858223|16787750|17168987|17201699|1733752|18208989|19535489|19641884|20138553|21175036|22331495|24085192|24442146|25934330|26921665|27765674|28437613|2858698|28762043|28853863|3110642|3145514|3922731|3935422|6410977|6412580|6769734|6819143|7925143|8099687|8157021|8479774|9175586|9201347
xkr4	Chemical and Drug Induced Liver Injury	MESH:D056486	XKR4	114786	Digestive system disease	Digestive system disease		Vehicle Emissions	26.63		26419227
xkr4	Chest Pain	MESH:D002637	XKR4	114786	Signs and symptoms	Signs and symptoms		Tretinoin	2.73		20060166|8230749
xkr4	Child Behavior Disorders	MESH:D002653	XKR4	114786	Mental disorder	Mental disorder		bisphenol A	8.55		22707478
xkr4	Child Behavior Disorders	MESH:D002653	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	8.55		11501681
xkr4	Child Development Disorders, Pervasive	MESH:D002659	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	3.60		15491979|20633039
xkr4	Cholangitis, Sclerosing	MESH:D015209	XKR4	114786	Digestive system disease	Digestive system disease		Tretinoin	3.53		8695172
xkr4	Cholestasis	MESH:D002779	XKR4	114786	Digestive system disease	Digestive system disease		Ethinyl Estradiol	8.44		10221822|10945241|11473529|11677210|11879983|12071332|12187295|1226954|12507762|15539232|1562282|1570353|15843489|15861022|16105132|16554370|16919318|17110522|17227448|17333356|17357127|17681005|18683753|19085910|19619254|22841776|2554925|26881866|27344345|27818225|3945969|4067253|4746769|5787150|6295906|6481215|6704418|6712817|6832571|6884706|6891234|7081580|7100632|7379963|7450400|7871546|8143756|8372050|8444423|8514879|873132|8997249|9148006|9462655|9869655
xkr4	Cholestasis	MESH:D002779	XKR4	114786	Digestive system disease	Digestive system disease		Propylthiouracil	8.44		11144016|14530534|8191137
xkr4	Cholestasis	MESH:D002779	XKR4	114786	Digestive system disease	Digestive system disease		Valproic Acid	8.44		19239041|20388938|9028861
xkr4	Cholestasis, Intrahepatic	MESH:D002780	XKR4	114786	Digestive system disease	Digestive system disease		Ethinyl Estradiol	11.78		19002567|23956101|2511971|3619634|9862868
xkr4	Cholestasis, Intrahepatic	MESH:D002780	XKR4	114786	Digestive system disease	Digestive system disease		Propylthiouracil	11.78		12645809
xkr4	Cholestasis, Intrahepatic	MESH:D002780	XKR4	114786	Digestive system disease	Digestive system disease		Valproic Acid	11.78		8099687
xkr4	Chorea	MESH:D002819	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	2.54		12018966|17074608|8018044
xkr4	Choriocarcinoma	MESH:D002822	XKR4	114786	Cancer|Pregnancy complication	Cancer|Pregnancy complication		Tretinoin	5.14		16461808
xkr4	Chromosome Aberrations	MESH:D002869	XKR4	114786	Pathology (process)	Pathology (process)		Arsenic	11.73		17176674|23174854
xkr4	Chromosome Aberrations	MESH:D002869	XKR4	114786	Pathology (process)	Pathology (process)		bisphenol A	11.73		21059909|24085620
xkr4	Chromosome Aberrations	MESH:D002869	XKR4	114786	Pathology (process)	Pathology (process)		Nickel	11.73		17176674
xkr4	Chromosome Breakage	MESH:D019457	XKR4	114786	Pathology (process)	Pathology (process)		bisphenol A	6.79		25933419
xkr4	Chromosome Breakage	MESH:D019457	XKR4	114786	Pathology (process)	Pathology (process)		Nickel	6.79		23591161
xkr4	Chronic Disease	MESH:D002908	XKR4	114786	Pathology (process)	Pathology (process)		Arsenic	4.38		20646756
xkr4	Clear-cell metastatic renal cell carcinoma	MESH:C538445	XKR4	114786	Cancer|Urogenital disease (female)|Urogenital disease (male)	Cancer|Urogenital disease (female)|Urogenital disease (male)		Arsenic	4.47		27292127
xkr4	Cleft Lip	MESH:D002971	XKR4	114786	Congenital abnormality|Mouth disease	Congenital abnormality|Mouth disease		Tretinoin	8.34		9535508
xkr4	Cleft Lip	MESH:D002971	XKR4	114786	Congenital abnormality|Mouth disease	Congenital abnormality|Mouth disease		Valproic Acid	8.34		15794725|2492459
xkr4	Cleft Palate	MESH:D002972	XKR4	114786	Congenital abnormality|Mouth disease|Musculoskeletal disease	Congenital abnormality|Mouth disease|Musculoskeletal disease		Tretinoin	7.08		21807577|2260090|2718176|7864861|9407595|9535508
xkr4	Cleft Palate	MESH:D002972	XKR4	114786	Congenital abnormality|Mouth disease|Musculoskeletal disease	Congenital abnormality|Mouth disease|Musculoskeletal disease		Valproic Acid	7.08		15794725|2284927|2492459|3142446
xkr4	Cocaine-Related Disorders	MESH:D019970	XKR4	114786	Mental disorder|Substance-related disorder	Mental disorder|Substance-related disorder		trichostatin A	4.71		18799668
xkr4	Cocaine-Related Disorders	MESH:D019970	XKR4	114786	Mental disorder|Substance-related disorder	Mental disorder|Substance-related disorder		Valproic Acid	4.71		11718321|15643110|15904719|16814474|19328817
xkr4	Cognition Disorders	MESH:D003072	XKR4	114786	Mental disorder	Mental disorder		Arsenic	17.09		15345348
xkr4	Cognition Disorders	MESH:D003072	XKR4	114786	Mental disorder	Mental disorder		Atrazine	17.09		23770127
xkr4	Cognition Disorders	MESH:D003072	XKR4	114786	Mental disorder	Mental disorder		bisphenol A	17.09		20169576|21971502|26139607
xkr4	Cognition Disorders	MESH:D003072	XKR4	114786	Mental disorder	Mental disorder		Cadmium Chloride	17.09		20829427
xkr4	Cognition Disorders	MESH:D003072	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	17.09		10776488|11201978|12673616|12791341|15491979|15781806|16190799|16221398|16453247|17049311|17101920|17150108|17201721|17397449|17412645|18446695|19326700|19398681|19507301|19766605|20398172|24614773|2492459|3117347|6772435|7574471|7782488|8797455|9578009
xkr4	Colitis	MESH:D003092	XKR4	114786	Digestive system disease	Digestive system disease		Cadmium Chloride	6.83		17292349
xkr4	Colitis	MESH:D003092	XKR4	114786	Digestive system disease	Digestive system disease		Tretinoin	6.83		10741706|17035595
xkr4	Colonic Neoplasms	MESH:D003110	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Atrazine	5.31		20730623
xkr4	Colonic Neoplasms	MESH:D003110	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		trichostatin A	5.31		23770000
xkr4	Colorectal Neoplasms	MESH:D015179	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Arsenic	2.39		22552367
xkr4	Color Vision Defects	MESH:D003117	XKR4	114786	Eye disease|Nervous system disease|Signs and symptoms	Eye disease|Nervous system disease|Signs and symptoms		Valproic Acid	2.96		15939631
xkr4	Coma	MESH:D003128	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	2.14		11002387|11430560|11581089|11945099|12906346|1414247|15528922|1564483|15647953|16288075|16908754|17414255|2121122|2502706|3110642|384297|3934575|6420146|6431599|6819249|7625483|7993403|8112241|8347908
xkr4	Conduct Disorder	MESH:D019955	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	3.07		14658966|15266186|17201610
xkr4	Confusion	MESH:D003221	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	2.13		10227223|11720147|12838456|15602119|17412645|18446695|18459937|19308880|19836623|20204907|20222501|2121122|24614773|3130831|6806087|7782488|9825083
xkr4	Congenital Abnormalities	MESH:D000013	XKR4	114786	Congenital abnormality	Congenital abnormality		Propylthiouracil	12.47		22529993
xkr4	Congenital Abnormalities	MESH:D000013	XKR4	114786	Congenital abnormality	Congenital abnormality		Tretinoin	12.47		18398471|28689802
xkr4	Congenital Abnormalities	MESH:D000013	XKR4	114786	Congenital abnormality	Congenital abnormality		Valproic Acid	12.47		19655241|21708246
xkr4	Congenital Microtia	MESH:D065817	XKR4	114786	Congenital abnormality|Ear-nose-throat disease	Congenital abnormality|Ear-nose-throat disease		Tretinoin	4.79		9535508
xkr4	Conjunctivitis	MESH:D003231	XKR4	114786	Eye disease	Eye disease		Vehicle Emissions	3.25		12948892
xkr4	Consciousness Disorders	MESH:D003244	XKR4	114786	Mental disorder|Nervous system disease|Signs and symptoms	Mental disorder|Nervous system disease|Signs and symptoms		Valproic Acid	2.72		10897167|12838456|12878301|16787750|17846437|18333544|18791959|24665854|6426961
xkr4	Coronary Artery Disease	MESH:D003324	XKR4	114786	Cardiovascular disease	Cardiovascular disease		bisphenol A	6.26		22354940
